source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
MCHP,Microchip Technology,6488.TWO,GlobalWafers,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
MCHP,Microchip Technology,3436.T,SUMCO,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
MPWR,Monolithic Power Systems,TSM,Taiwan Semiconductor Manufacturing,uses foundry capacity,wafer fabrication / process nodes / specialty processes,MPWR pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,005930.KS,Samsung Electronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,MPWR pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,UMC,United Microelectronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,MPWR pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,MPWR pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,MPWR pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",MPWR pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",MPWR pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",MPWR pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,KLIC,Kulicke & Soffa,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",MPWR pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,042700.KQ,Hanmi Semiconductor,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",MPWR pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
MPWR,Monolithic Power Systems,ENTG,Entegris,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
MPWR,Monolithic Power Systems,PLAB,Photronics,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
MPWR,Monolithic Power Systems,6488.TWO,GlobalWafers,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
MPWR,Monolithic Power Systems,3436.T,SUMCO,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
RMBS,Rambus,TSM,Taiwan Semiconductor Manufacturing,uses foundry capacity,wafer fabrication / process nodes / specialty processes,RMBS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,005930.KS,Samsung Electronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,RMBS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,UMC,United Microelectronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,RMBS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,RMBS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,RMBS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",RMBS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",RMBS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",RMBS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,KLIC,Kulicke & Soffa,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",RMBS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,042700.KQ,Hanmi Semiconductor,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",RMBS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
RMBS,Rambus,000660.KS,SK hynix,uses memory ecosystem,"HBM/DRAM attached to accelerators, AI systems, or server platforms",system BOM cash flows toward memory suppliers,mostly undisclosed,NVIDIA/AMD/Micron/SK hynix disclosures + supply-chain map,medium
RMBS,Rambus,MU,Micron Technology,uses memory ecosystem,"HBM/DRAM attached to accelerators, AI systems, or server platforms",system BOM cash flows toward memory suppliers,mostly undisclosed,NVIDIA/AMD/Micron/SK hynix disclosures + supply-chain map,medium
RMBS,Rambus,005930.KS,Samsung Electronics,uses memory ecosystem,"HBM/DRAM attached to accelerators, AI systems, or server platforms",system BOM cash flows toward memory suppliers,mostly undisclosed,NVIDIA/AMD/Micron/SK hynix disclosures + supply-chain map,medium
RMBS,Rambus,TER,Teradyne,uses test/metrology indirectly,"probe, validation, advanced package inspection through foundry/OSAT flow",indirect spend via foundry/OSAT and direct qualification equipment,undisclosed,industry map,medium
RMBS,Rambus,6857.T,Advantest,uses test/metrology indirectly,"probe, validation, advanced package inspection through foundry/OSAT flow",indirect spend via foundry/OSAT and direct qualification equipment,undisclosed,industry map,medium
RMBS,Rambus,ONTO,Onto Innovation,uses test/metrology indirectly,"probe, validation, advanced package inspection through foundry/OSAT flow",indirect spend via foundry/OSAT and direct qualification equipment,undisclosed,industry map,medium
RMBS,Rambus,FORM,FormFactor,uses test/metrology indirectly,"probe, validation, advanced package inspection through foundry/OSAT flow",indirect spend via foundry/OSAT and direct qualification equipment,undisclosed,industry map,medium
RMBS,Rambus,AEHR,Aehr Test Systems,uses test/metrology indirectly,"probe, validation, advanced package inspection through foundry/OSAT flow",indirect spend via foundry/OSAT and direct qualification equipment,undisclosed,industry map,medium
CRUS,Cirrus Logic,TSM,Taiwan Semiconductor Manufacturing,uses foundry capacity,wafer fabrication / process nodes / specialty processes,CRUS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,005930.KS,Samsung Electronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,CRUS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,UMC,United Microelectronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,CRUS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,CRUS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,CRUS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",CRUS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",CRUS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",CRUS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,KLIC,Kulicke & Soffa,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",CRUS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,042700.KQ,Hanmi Semiconductor,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",CRUS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
CRUS,Cirrus Logic,ENTG,Entegris,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
CRUS,Cirrus Logic,PLAB,Photronics,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
CRUS,Cirrus Logic,6488.TWO,GlobalWafers,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
CRUS,Cirrus Logic,3436.T,SUMCO,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
SLAB,Silicon Labs,TSM,Taiwan Semiconductor Manufacturing,uses foundry capacity,wafer fabrication / process nodes / specialty processes,SLAB pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,005930.KS,Samsung Electronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,SLAB pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,UMC,United Microelectronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,SLAB pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,SLAB pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,SLAB pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",SLAB pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",SLAB pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
SLAB,Silicon Labs,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",SLAB pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
