company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
3105.TWO,WIN Semiconductors,ALAB,Astera Labs,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,AVGO,Broadcom,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,COHR,Coherent,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,CRDO,Credo Technology,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,CRDO,Credo Technology,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ENA.V,Enablence Technologies,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ENTG,Entegris,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,3443.TW,Global Unichip,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,GFS,GlobalFoundries,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,6488.TWO,GlobalWafers,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,1347.HK,Hua Hong Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,INTC,Intel,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,LITE,Lumentum,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,MTSI,MACOM Technology Solutions,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,MTSI,MACOM Technology Solutions,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,MRVL,Marvell Technology,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,2454.TW,MediaTek,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,NVDA,NVIDIA,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,688126.SS,National Silicon Industry Group,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,POET,POET Technologies,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,PLAB,Photronics,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,QCOM,Qualcomm,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,0981.HK,SMIC,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,005930.KS,Samsung Electronics,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,SMTC,Semtech,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,SIVE.ST,Sivers Semiconductors,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,SKYT,SkyWater Technology,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,SOI.PA,Soitec,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,TSM,Taiwan Semiconductor Manufacturing,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,TSEM,Tower Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,UMC,United Microelectronics,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,5347.TWO,Vanguard International Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,300308.SZ,Zhongji Innolight,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ASX,ASE Technology,advanced packaging/test ecosystem,Packaging,2,"package assembly, test, probe and HBM integration",OSAT/test fees and capacity commitments,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ASM.AS,ASM International,equipment supplier,Fab capex,2,"process tools, metrology or ATE enabling node ramps",Capex/spares; depreciation embedded in wafer cost,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ASM.AS,ASM International,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ASML,ASML Holding,equipment supplier,Fab capex,2,"process tools, metrology or ATE enabling node ramps",Capex/spares; depreciation embedded in wafer cost,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
